,State,Type,Name,Office,Party,Status,Incumbent,Election_Status,Election
225,Arizona,Federal,Amish Shah,U.S. House Arizona District 1,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
226,Arizona,Federal,John Williamson,U.S. House Arizona District 1,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
227,Arizona,Federal,Bryce Beckstrom,U.S. House Arizona District 1,Independent,Candidacy DeclaredGeneral,N,Candidacy Declared,General
228,Arizona,Federal,Sarah Wharton,U.S. House Arizona District 1,Independent,Candidacy DeclaredGeneral,N,Candidacy Declared,General
229,Arizona,Federal,Michelle Martin,U.S. House Arizona District 1,Libertarian,Candidacy DeclaredGeneral,N,Candidacy Declared,General
230,Arizona,Federal,Eli Crane,U.S. House Arizona District 2,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
231,Arizona,Federal,Jack Smith,U.S. House Arizona District 2,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
232,Arizona,Federal,Lindsay Bowe,U.S. House Arizona District 2,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
233,Arizona,Federal,Jonathan Nez,U.S. House Arizona District 2,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
234,Arizona,Federal,David Bies,U.S. House Arizona District 2,Libertarian,Candidacy DeclaredGeneral,N,Candidacy Declared,General
235,Arizona,Federal,Jesus Mendoza,U.S. House Arizona District 3,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
236,Arizona,Federal,Jeffrey Zink,U.S. House Arizona District 3,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
237,Arizona,Federal,Yassamin Ansari,U.S. House Arizona District 3,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
238,Arizona,Federal,Hector Jaramillo,U.S. House Arizona District 3,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
239,Arizona,Federal,Raquel Terán,U.S. House Arizona District 3,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
240,Arizona,Federal,Duane Wooten,U.S. House Arizona District 3,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
241,Arizona,Federal,Candace Cunningham,U.S. House Arizona District 3,Independent,Candidacy DeclaredGeneral,N,Candidacy Declared,General
242,Arizona,Federal,Alan Aversa,U.S. House Arizona District 3,Libertarian,Candidacy DeclaredGeneral,N,Candidacy Declared,General
243,Arizona,Federal,Greg Stanton,U.S. House Arizona District 4,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
244,Arizona,Federal,Kelly Cooper,U.S. House Arizona District 4,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
245,Arizona,Federal,Jerone Davison,U.S. House Arizona District 4,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
246,Arizona,Federal,Dave Giles,U.S. House Arizona District 4,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
247,Arizona,Federal,Zuhdi Jasser,U.S. House Arizona District 4,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
248,Arizona,Federal,Andy Biggs,U.S. House Arizona District 5,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
249,Arizona,Federal,Casey Michel,U.S. House Arizona District 5,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
250,Arizona,Federal,Katrina Schaffner,U.S. House Arizona District 5,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
251,Arizona,Federal,Evan Olson,U.S. House Arizona District 5,Independent,Candidacy DeclaredGeneral,N,Candidacy Declared,General
252,Arizona,Federal,Clint Smith,U.S. House Arizona District 5,Independent,Candidacy DeclaredGeneral,N,Candidacy Declared,General
253,Arizona,Federal,Juan Ciscomani,U.S. House Arizona District 6,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
254,Arizona,Federal,Kathleen Winn,U.S. House Arizona District 6,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
255,Arizona,Federal,Kirsten Engel,U.S. House Arizona District 6,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
256,Arizona,Federal,Jack O'Donnell,U.S. House Arizona District 6,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
257,Arizona,Federal,Vieri Tenuta,U.S. House Arizona District 6,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
258,Arizona,Federal,Clifford Vance Cast,U.S. House Arizona District 6,Libertarian,Candidacy DeclaredGeneral,N,Candidacy Declared,General
259,Arizona,Federal,Mark Siarto,U.S. House Arizona District 6,Libertarian,Candidacy DeclaredGeneral,N,Candidacy Declared,General
260,Arizona,Federal,Raúl Grijalva,U.S. House Arizona District 7,Democratic,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
261,Arizona,Federal,Walter Blackman,U.S. House Arizona District 7,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
262,Arizona,Federal,Daniel Butierez,U.S. House Arizona District 7,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
263,Arizona,Federal,Patrick Briody,U.S. House Arizona District 8,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
264,Arizona,Federal,Trent Franks,U.S. House Arizona District 8,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
265,Arizona,Federal,Isiah Gallegos,U.S. House Arizona District 8,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
266,Arizona,Federal,Abraham Hamadeh,U.S. House Arizona District 8,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
267,Arizona,Federal,Anthony Kern,U.S. House Arizona District 8,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
268,Arizona,Federal,Blake Masters,U.S. House Arizona District 8,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
269,Arizona,Federal,Ben Toma,U.S. House Arizona District 8,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
270,Arizona,Federal,Bernadette Greene Placentia,U.S. House Arizona District 8,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
271,Arizona,Federal,Marc Lewis,U.S. House Arizona District 8,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
272,Arizona,Federal,Mark Thompson,U.S. House Arizona District 8,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
273,Arizona,Federal,Gregory Whitten,U.S. House Arizona District 8,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
274,Arizona,Federal,Jeremy Spreitzer,U.S. House Arizona District 8,Independent,Candidacy DeclaredGeneral,N,Candidacy Declared,General
275,Arizona,Federal,Jacob Chansley,U.S. House Arizona District 8,Libertarian,Candidacy DeclaredGeneral,N,Candidacy Declared,General
276,Arizona,Federal,Paul Gosar,U.S. House Arizona District 9,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
277,Arizona,Federal,Nicholas Blair,U.S. House Arizona District 9,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
278,Arizona,Federal,Brandon Donnelly,U.S. House Arizona District 9,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
279,Arizona,Federal,Quacy Smith,U.S. House Arizona District 9,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
280,Arizona,Unknown,Mark Finchem,Arizona State Senate District 1,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
281,Arizona,Unknown,Wendy Rogers,Arizona State Senate District 7,Republican,Candidacy DeclaredPrimary,Y,Candidacy Declared,Primary
282,Arizona,Unknown,John McLean,Arizona State Senate District 17,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
283,Arizona,Unknown,No candidates available for this race,Arizona House of Representatives District 22 seats,,,N,,NA
284,Arizona,Unknown,No candidates available for this race,Arizona House of Representatives District 102 seats,,,N,,NA
285,Arizona,Unknown,No candidates available for this race,Arizona House of Representatives District 132 seats,,,N,,NA
286,Arizona,Unknown,Alex Stovall,Arizona House of Representatives District 152 seats,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
287,Arizona,Unknown,Nathan Madden,Arizona House of Representatives District 252 seats,Libertarian,Candidacy DeclaredGeneral,N,Candidacy Declared,General
288,Arizona,Unknown,David Raymer,Arizona House of Representatives District 292 seats,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
289,Arizona,Local,No candidates available for this race,Mesa City Council District 1,,,N,,NA
290,Arizona,Local,No candidates available for this race,"Gilbert Public Schools, At-large3 seats",,,N,,NA
291,Arizona,Local,No candidates available for this race,"Osborn Elementary School District, At-large3 seats",,,N,,NA
292,Arizona,Local,No candidates available for this race,Scottsdale City Council At-large3 seats,,,N,,NA
293,Arkansas,Federal,Rick Crawford,U.S. House Arkansas District 1,Republican,On the BallotGeneral,Y,On the Ballot,General
294,Arkansas,Federal,Rodney Govens,U.S. House Arkansas District 1,Democratic,On the BallotGeneral,N,On the Ballot,General
295,Arkansas,Federal,French Hill,U.S. House Arkansas District 2,Republican,On the BallotGeneral,Y,On the Ballot,General
296,Arkansas,Federal,Marcus Jones,U.S. House Arkansas District 2,Democratic,On the BallotGeneral,N,On the Ballot,General
297,Arkansas,Federal,Steve Womack,U.S. House Arkansas District 3,Republican,On the BallotGeneral,Y,On the Ballot,General
298,Arkansas,Federal,Caitlin Draper Mattelin,U.S. House Arkansas District 3,Democratic,On the BallotGeneral,N,On the Ballot,General
299,Arkansas,Federal,Clint Penzo,U.S. House Arkansas District 3,Republican,LostPrimary,N,Lost,Primary
300,Arkansas,Federal,Bruce Westerman,U.S. House Arkansas District 4,Republican,On the BallotGeneral,Y,On the Ballot,General
301,Arkansas,Federal,Risie Howard,U.S. House Arkansas District 4,Democratic,On the BallotGeneral,N,On the Ballot,General
302,Arkansas,Federal,John White,U.S. House Arkansas District 4,Independent,On the BallotGeneral,N,On the Ballot,General
303,Arkansas,Unknown,John Thurston,Arkansas Treasurer(Special election),Republican,On the BallotGeneral,N,On the Ballot,General
304,Arkansas,Unknown,John Pagan,Arkansas Treasurer(Special election),Democratic,On the BallotGeneral,N,On the Ballot,General
305,Arkansas,Unknown,Michael Pakko,Arkansas Treasurer(Special election),Libertarian,Candidacy DeclaredGeneral,N,Candidacy Declared,General
306,Arkansas,Unknown,Ben Gilmore,Arkansas State Senate District 1,Republican,On the BallotGeneral,Y,On the Ballot,General
307,Arkansas,Unknown,Steve Crowell,Arkansas State Senate District 3,Republican,On the BallotGeneral,Y,On the Ballot,General
308,Arkansas,Unknown,Mark Silvey,Arkansas State Senate District 3,Republican,LostPrimary,N,Lost,Primary
309,Arkansas,Unknown,Jimmy Hickey,Arkansas State Senate District 4,Republican,On the BallotGeneral,Y,On the Ballot,General
310,Arkansas,Unknown,Terry Rice,Arkansas State Senate District 5,Republican,On the BallotGeneral,Y,On the Ballot,General
311,Arkansas,Unknown,Matt McKee,Arkansas State Senate District 6,Republican,On the BallotGeneral,Y,On the Ballot,General
312,Arkansas,Unknown,Stephanie Flowers,Arkansas State Senate District 8,Democratic,On the BallotGeneral,Y,On the Ballot,General
313,Arkansas,Unknown,Jamie Scott,Arkansas State Senate District 12,Democratic,On the BallotGeneral,N,On the Ballot,General
314,Arkansas,Unknown,Mark Johnson,Arkansas State Senate District 17,Republican,On the BallotGeneral,Y,On the Ballot,General
315,Arkansas,Unknown,Maureen Skinner,Arkansas State Senate District 17,Democratic,On the BallotGeneral,N,On the Ballot,General
316,Arkansas,Unknown,Jonathan Dismang,Arkansas State Senate District 18,Republican,On the BallotGeneral,Y,On the Ballot,General
317,Arkansas,Unknown,Dave Wallace,Arkansas State Senate District 19,Republican,On the BallotGeneral,Y,On the Ballot,General
318,Arkansas,Unknown,Tommy Wagner,Arkansas State Senate District 19,Republican,LostPrimary,N,Lost,Primary
319,Arkansas,Unknown,Dan Sullivan,Arkansas State Senate District 20,Republican,On the BallotGeneral,Y,On the Ballot,General
320,Arkansas,Unknown,Erika Askeland,Arkansas State Senate District 20,Democratic,On the BallotGeneral,N,On the Ballot,General
321,Arkansas,Unknown,John Payton,Arkansas State Senate District 22,Republican,On the BallotGeneral,Y,On the Ballot,General
322,Arkansas,Unknown,Sandy Maier,Arkansas State Senate District 22,Democratic,On the BallotGeneral,N,On the Ballot,General
323,Arkansas,Unknown,Scott Flippo,Arkansas State Senate District 23,Republican,On the BallotGeneral,Y,On the Ballot,General
324,Arkansas,Unknown,Breanne Davis,Arkansas State Senate District 25,Republican,On the BallotGeneral,Y,On the Ballot,General
325,Arkansas,Unknown,Michelle Justice,Arkansas State Senate District 25,Democratic,On the BallotGeneral,N,On the Ballot,General
326,Arkansas,Unknown,Gary Stubblefield,Arkansas State Senate District 26,Republican,On the BallotGeneral,Y,On the Ballot,General
327,Arkansas,Unknown,Jim Petty,Arkansas State Senate District 29,Republican,On the BallotGeneral,Y,On the Ballot,General
328,Arkansas,Unknown,Bart Hester,Arkansas State Senate District 33,Republican,On the BallotGeneral,Y,On the Ballot,General
329,Arkansas,Unknown,Jim Dotson,Arkansas State Senate District 34,Republican,On the BallotGeneral,Y,On the Ballot,General
330,Arkansas,Unknown,Kaylee Wedgeworth,Arkansas State Senate District 34,Democratic,On the BallotGeneral,N,On the Ballot,General
331,Arkansas,Unknown,Jeremy Wooldridge,Arkansas House of Representatives District 1,Republican,On the BallotGeneral,Y,On the Ballot,General
332,Arkansas,Unknown,Trey Steimel,Arkansas House of Representatives District 2,Republican,On the BallotGeneral,Y,On the Ballot,General
333,Arkansas,Unknown,Stetson Painter,Arkansas House of Representatives District 3,Republican,On the BallotGeneral,Y,On the Ballot,General
334,Arkansas,Unknown,Jason Nazarenko,Arkansas House of Representatives District 4,Republican,On the BallotGeneral,N,On the Ballot,General
335,Arkansas,Unknown,Tink Albright,Arkansas House of Representatives District 4,Republican,LostPrimary,N,Lost,Primary
336,Arkansas,Unknown,Ron McNair,Arkansas House of Representatives District 5,Republican,On the BallotGeneral,Y,On the Ballot,General
337,Arkansas,Unknown,Jim Hall,Arkansas House of Representatives District 5,Independent,On the BallotGeneral,N,On the Ballot,General
338,Arkansas,Unknown,Harlan Breaux,Arkansas House of Representatives District 6,Republican,On the BallotGeneral,Y,On the Ballot,General
339,Arkansas,Unknown,Rick Delaney,Arkansas House of Representatives District 6,Democratic,On the BallotGeneral,N,On the Ballot,General
340,Arkansas,Unknown,Brit McKenzie,Arkansas House of Representatives District 7,Republican,On the BallotGeneral,Y,On the Ballot,General
341,Arkansas,Unknown,David McPherson,Arkansas House of Representatives District 7,Democratic,On the BallotGeneral,N,On the Ballot,General
342,Arkansas,Unknown,Austin McCollum,Arkansas House of Representatives District 8,Republican,On the BallotGeneral,Y,On the Ballot,General
343,Arkansas,Unknown,DeAnna Hodges,Arkansas House of Representatives District 9,Republican,On the BallotGeneral,Y,On the Ballot,General
344,Arkansas,Unknown,Diana Gonzales Worthen,Arkansas House of Representatives District 9,Democratic,On the BallotGeneral,N,On the Ballot,General
345,Arkansas,Unknown,Mindy McAlindon,Arkansas House of Representatives District 10,Republican,On the BallotGeneral,Y,On the Ballot,General
346,Arkansas,Unknown,Kate Schaffer,Arkansas House of Representatives District 10,Democratic,On the BallotGeneral,N,On the Ballot,General
347,Arkansas,Unknown,Rebecca Burkes,Arkansas House of Representatives District 11,Republican,On the BallotGeneral,Y,On the Ballot,General
348,Arkansas,Unknown,Rey Hernandez,Arkansas House of Representatives District 11,Democratic,On the BallotGeneral,N,On the Ballot,General
349,Arkansas,Unknown,Hope Hendren Duke,Arkansas House of Representatives District 12,Republican,On the BallotGeneral,Y,On the Ballot,General
350,Arkansas,Unknown,David Barber,Arkansas House of Representatives District 12,Democratic,On the BallotGeneral,N,On the Ballot,General
351,Arkansas,Unknown,Scott Richardson,Arkansas House of Representatives District 13,Republican,On the BallotGeneral,Y,On the Ballot,General
352,Arkansas,Unknown,Ashley Sheys,Arkansas House of Representatives District 13,Democratic,On the BallotGeneral,N,On the Ballot,General
353,Arkansas,Unknown,Nick Burkes,Arkansas House of Representatives District 14,Republican,On the BallotGeneral,N,On the Ballot,General
354,Arkansas,Unknown,Jacob Malloy,Arkansas House of Representatives District 14,Democratic,On the BallotGeneral,N,On the Ballot,General
355,Arkansas,Unknown,Joshua Hagan,Arkansas House of Representatives District 14,Republican,LostPrimary,N,Lost,Primary
356,Arkansas,Unknown,John Carr,Arkansas House of Representatives District 15,Republican,On the BallotGeneral,Y,On the Ballot,General
357,Arkansas,Unknown,Stephanie Funk,Arkansas House of Representatives District 15,Democratic,On the BallotGeneral,N,On the Ballot,General
358,Arkansas,Unknown,Erin Underhill,Arkansas House of Representatives District 15,Democratic,LostPrimary,N,Lost,Primary
